id,img,label,text,img_exists,Cleaned_Text
53976,img/53976.png,0,black power comes with a lot of responsibility,True,black power comes with a lot of responsibility
4876,img/04876.png,0,goin,True,goin
86354,img/86354.png,0,officer down,True,officer down
52610,img/52610.png,1,i'm sick of politics so here's a pic of michelle obama riding a unicorn,True,i'm sick of politics so here's a pic of michelle obama riding a unicorn
58371,img/58371.png,0,when you suck at photoshop,True,when you suck at photoshop
27401,img/27401.png,0,for the last time.. i'm not michelle obama,True,for the last time.. i'm not michelle obama
89574,img/89574.png,0,i'm cute,True,i'm cute
25473,img/25473.png,0,and then i told them you're going on a fun camping trip,True,and then i told them you're going on a fun camping trip
47913,img/47913.png,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",True,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama"
8295,img/08295.png,0,please consider donating water to children in need,True,please consider donating water to children in need
2497,img/02497.png,0,you're a wizard motherfucker,True,you're a wizard motherfucker
69357,img/69357.png,0,hey look at me! i'm a serial pedofile,True,hey look at me! i'm a serial pedofile
54602,img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,True,when you just finished shooting a bunch of black kids but accidently killed a squirrel
63182,img/63182.png,0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,True,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean
20619,img/20619.png,1,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,True,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up
82457,img/82457.png,0,ring ring hello? i've been waiting for your call all damn day!!!,True,ring ring hello? i've been waiting for your call all damn day!!!
81059,img/81059.png,0,i like my refugees like this '' '' '',True,i like my refugees like this '' '' ''
40832,img/40832.png,0,taking photo with a mosque,True,taking photo with a mosque
5762,img/05762.png,0,"listen bitch, before you start fucking with me you should know my team is bigger",True,"listen bitch, before you start fucking with me you should know my team is bigger"
40259,img/40259.png,0,masturbation it's not just for men,True,masturbation it's not just for men
85072,img/85072.png,0,what is this sleep of which you speak?,True,what is this sleep of which you speak?
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,True,what kind of punch can take out 20 kids and 6 adults? a sandy hook
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,True,we can kill as many as we want and your stupid government keeps bringing us in
34961,img/34961.png,0,this cat is pushing a watermelon out of a lake. your argument is invalid,True,this cat is pushing a watermelon out of a lake. your argument is invalid
89762,img/89762.png,0,that blackened chicken was so dry it reminded me of your mother,True,that blackened chicken was so dry it reminded me of your mother
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,True,cannibal tribe from indonesia will take muslim refugess in any amount
18350,img/18350.png,0,when you see the gas bill,True,when you see the gas bill
30247,img/30247.png,0,broken chair,True,broken chair
51243,img/51243.png,0,honestly how often do you masturbate?,True,honestly how often do you masturbate?
1845,img/01845.png,0,when you consume too much trans fat,True,when you consume too much trans fat
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,True,when i was a boy we didn't have things like adhd. it was called being a little bastard
41385,img/41385.png,0,y'all kids claims to be victims of slavery when we were the ones who lived it,True,y'all kids claims to be victims of slavery when we were the ones who lived it
34508,img/34508.png,1,jews are the problem. not just zionists or israelis. jews. all of them,True,jews are the problem. not just zionists or israelis. jews. all of them
80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,True,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables
93072,img/93072.png,1,"black people black people ""why would white america do this?""",True,"black people black people ""why would white america do this?"""
96578,img/96578.png,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,True,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!
5249,img/05249.png,0,i am still so confused about the strategies in this game,True,i am still so confused about the strategies in this game
20568,img/20568.png,0,meanwhile at the isis strip club,True,meanwhile at the isis strip club
84269,img/84269.png,1,just ordered the new anne frank puzzle,True,just ordered the new anne frank puzzle
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,True,i'm not transphobic i just think trans people shouldn't exist
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,True,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice
3271,img/03271.png,0,when your wife and girlfriend dont get along,True,when your wife and girlfriend dont get along
35264,img/35264.png,0,i like your cologne what is that? tricare? deers,True,i like your cologne what is that? tricare? deers
14052,img/14052.png,0,this is racist but this is not?????,True,this is racist but this is not?????
81064,img/81064.png,0,"your tits... in my hands, put them you will",True,"your tits... in my hands, put them you will"
36152,img/36152.png,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",True,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died"
80256,img/80256.png,0,damn girl that's a policy i could get behind,True,damn girl that's a policy i could get behind
27398,img/27398.png,0,"if you believe that, i've got a virgin goat to sell you!",True,"if you believe that, i've got a virgin goat to sell you!"
18730,img/18730.png,0,immigration invasion learn the difference,True,immigration invasion learn the difference
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,True,it's ma'am!! yooouu lookah like a man
23748,img/23748.png,0,bigbird singing to child on seasame street,True,bigbird singing to child on seasame street
63492,img/63492.png,0,making america white again,True,making america white again
71436,img/71436.png,0,trump supporters be like mexicans stole my teeth,True,trump supporters be like mexicans stole my teeth
3258,img/03258.png,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!",True,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!"
20736,img/20736.png,1,go be gay somewhere else,True,go be gay somewhere else
6431,img/06431.png,0,when the employee asks what bra size you wear,True,when the employee asks what bra size you wear
34901,img/34901.png,1,gays aids it really be like that,True,gays aids it really be like that
28793,img/28793.png,0,congratulations it's non binary,True,congratulations it's non binary
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,True,islam is the religion of peace! if you don't agree i kill you!
96231,img/96231.png,0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,True,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something
81673,img/81673.png,0,when they don't get the memo that they lost the war,True,when they don't get the memo that they lost the war
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,True,just got a bootleg copy of muslim porn deep goat
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,True,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant
93260,img/93260.png,0,when she smiles at you from a distance,True,when she smiles at you from a distance
80269,img/80269.png,0,this is really out of mein kampfert zone,True,this is really out of mein kampfert zone
5712,img/05712.png,0,god will forgive you no matter what you've done sweet,True,god will forgive you no matter what you've done sweet
72941,img/72941.png,0,hey liberals & democrats have you forgotten,True,hey liberals & democrats have you forgotten
21853,img/21853.png,0,pure american muscle,True,pure american muscle
90146,img/90146.png,0,all races are equal,True,all races are equal
51278,img/51278.png,0,when you haven't stolen anything in a week,True,when you haven't stolen anything in a week
63095,img/63095.png,0,when you have errands to run but you're too tired to deal,True,when you have errands to run but you're too tired to deal
37259,img/37259.png,0,loyalty always has a cost some times it pays off... ...and some times you take a loss,True,loyalty always has a cost some times it pays off... ...and some times you take a loss
48106,img/48106.png,1,fuck islam,True,fuck islam
24368,img/24368.png,0,ignorance and hate will lead you to nothing but shame,True,ignorance and hate will lead you to nothing but shame
96785,img/96785.png,0,lost african tribe,True,lost african tribe
40567,img/40567.png,0,anne frank writing in her diary,True,anne frank writing in her diary
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",True,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)"
93826,img/93826.png,0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",True,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting"
92874,img/92874.png,0,so..convert to islam or die?  i say fuck it..let's roll,True,so..convert to islam or die? i say fuck it..let's roll
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,True,cadbury's halal creme eggs now available in special edition
93614,img/93614.png,0,"i'm sorry i left the seat up, it won't happen again",True,"i'm sorry i left the seat up, it won't happen again"
2691,img/02691.png,0,teaching them how to hunt young,True,teaching them how to hunt young
30452,img/30452.png,0,trump supporters be like show me where he lied,True,trump supporters be like show me where he lied
86491,img/86491.png,0,you are not wanted! you are a mental deficient!,True,you are not wanted! you are a mental deficient!
4683,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",True,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto"
8593,img/08593.png,1,18 years later,True,18 years later
92608,img/92608.png,0,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,True,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns
61453,img/61453.png,0,when you find the cake your mum was hiding from you,True,when you find the cake your mum was hiding from you
39601,img/39601.png,0,welcome refugees to poland's newest 5 star hotel,True,welcome refugees to poland's newest 5 star hotel
12035,img/12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,True,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back
80247,img/80247.png,0,the pimp hand strong enough for man but made for teaching,True,the pimp hand strong enough for man but made for teaching
52890,img/52890.png,0,wait this isn't my dog,True,wait this isn't my dog
2485,img/02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,True,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love
13857,img/13857.png,0,this is why we shoot you guys,True,this is why we shoot you guys
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!",True,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!"
35102,img/35102.png,0,please be patient... we creating a better fuckup for all,True,please be patient... we creating a better fuckup for all
36081,img/36081.png,0,in this edition we don't buy property; we steal it!,True,in this edition we don't buy property; we steal it!
49083,img/49083.png,0,when you catch your goat with another man ya done fucked up,True,when you catch your goat with another man ya done fucked up
45938,img/45938.png,1,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",True,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?"
24309,img/24309.png,0,when people ask me who my favorite golden girl is,True,when people ask me who my favorite golden girl is
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,True,where did jimmy go during the bombing? everywhere
61278,img/61278.png,0,in a wolrd full of these people be this person,True,in a wolrd full of these people be this person
81675,img/81675.png,0,when your boss asks for the report but you went out the past few nights,True,when your boss asks for the report but you went out the past few nights
85704,img/85704.png,0,how people look at me when i tell em i don't have kids,True,how people look at me when i tell em i don't have kids
83570,img/83570.png,0,the loudest one in the room.. is the weakest one in the room,True,the loudest one in the room.. is the weakest one in the room
7968,img/07968.png,1,ernie mocks tyrone's lack of a father in front of the whole class,True,ernie mocks tyrone's lack of a father in front of the whole class
81259,img/81259.png,1,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime,True,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,True,why is it bad to be a black jew because you have to sit at the back of the oven
35861,img/35861.png,0,banner in the streets hulk in the sheets,True,banner in the streets hulk in the sheets
92741,img/92741.png,0,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol",True,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol"
47326,img/47326.png,0,we are soldiers and we fight for our countries to our last minutes,True,we are soldiers and we fight for our countries to our last minutes
86594,img/86594.png,0,wait for it .. ,True,wait for it ..
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,True,wants you to accept him for being a girl couldn't accept himself at birth
17832,img/17832.png,0,it's time we make peace with islam,True,it's time we make peace with islam
61578,img/61578.png,0,still smiles even when they are scared,True,still smiles even when they are scared
17659,img/17659.png,0,ex girfriends be like.. i don't even care what he does anymore!!!,True,ex girfriends be like.. i don't even care what he does anymore!!!
17205,img/17205.png,1,i win again! parkinson's center,True,i win again! parkinson's center
15649,img/15649.png,0,be kind to those less fortunate than you,True,be kind to those less fortunate than you
60329,img/60329.png,0,we swore we'd never forget 911,True,we swore we'd never forget 911
58276,img/58276.png,0,i may be blind but at least i'm rich!,True,i may be blind but at least i'm rich!
38041,img/38041.png,0,justin trudeau the imam of canada,True,justin trudeau the imam of canada
40897,img/40897.png,0,"with sensitive ass people, my sense of humor is way too fucked up for that",True,"with sensitive ass people, my sense of humor is way too fucked up for that"
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,True,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times
75432,img/75432.png,0,greetings ... time to run,True,greetings ... time to run
81706,img/81706.png,0,when you have to fight captain america because you had an argument,True,when you have to fight captain america because you had an argument
20971,img/20971.png,0,if i can't trust you i don't need you,True,if i can't trust you i don't need you
70936,img/70936.png,0,everybody having kids /getting engaged and i'm over here like,True,everybody having kids /getting engaged and i'm over here like
4278,img/04278.png,0,never let someone who has done nothing tell you how to do anything,True,never let someone who has done nothing tell you how to do anything
67485,img/67485.png,0,i'm going to prison aren't i ?,True,i'm going to prison aren't i ?
61234,img/61234.png,0,i could have annihilated all of them but i left some of them alive so you will know why i was killing them,True,i could have annihilated all of them but i left some of them alive so you will know why i was killing them
49630,img/49630.png,0,if they aren't meant to cook why do they have eggs and milk inside them,True,if they aren't meant to cook why do they have eggs and milk inside them
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class",True,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class"
38490,img/38490.png,0,"""people are tired of the same, old ideas"" says the 74 year old socialist",True,"""people are tired of the same, old ideas"" says the 74 year old socialist"
76258,img/76258.png,0,when you advocate for killing babies after their birth and then you have ash on your forhead for ash wednesday unbelievable smh,True,when you advocate for killing babies after their birth and then you have ash on your forhead for ash wednesday unbelievable smh
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,True,never had one before . what? a room to yourself? a white bitch
37402,img/37402.png,0,when your stoner friend looks in your fridge,True,when your stoner friend looks in your fridge
60317,img/60317.png,0,when your goat hits your g-spot,True,when your goat hits your g-spot
34805,img/34805.png,0,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time,True,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time
1389,img/01389.png,0,confession-every sunday around brunch time i take my cat to the mall and make people take pictures of us,True,confession-every sunday around brunch time i take my cat to the mall and make people take pictures of us
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich",True,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich"
96153,img/96153.png,0,jokes don't kill people they kill people,True,jokes don't kill people they kill people
63917,img/63917.png,0,if he's marrying me then why's he fucking a goat,True,if he's marrying me then why's he fucking a goat
79054,img/79054.png,0,that face you make when you get asked a question and have to think on it for a while,True,that face you make when you get asked a question and have to think on it for a while
7698,img/07698.png,0,"go ahead, call the cops see who cums first",True,"go ahead, call the cops see who cums first"
1896,img/01896.png,0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism,True,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism
80237,img/80237.png,0,when nobody knew who you were until you got on your knees,True,when nobody knew who you were until you got on your knees
71045,img/71045.png,0,cutest little beagle in the whole wide world,True,cutest little beagle in the whole wide world
67084,img/67084.png,0,creeps into your childs room empties his sack,True,creeps into your childs room empties his sack
68507,img/68507.png,1,black chicks even the white ones are ugly,True,black chicks even the white ones are ugly
26043,img/26043.png,0,love is love is love is love,True,love is love is love is love
26031,img/26031.png,0,muslims in a predominantly christian nation christians in a predominantly muslim nation,True,muslims in a predominantly christian nation christians in a predominantly muslim nation
64701,img/64701.png,0,"well judge, made me do it all remember it was me who first said was kenyan",True,"well judge, made me do it all remember it was me who first said was kenyan"
26495,img/26495.png,1,when your goat tells you she ain't on the pil,True,when your goat tells you she ain't on the pil
50273,img/50273.png,0,"""where did you learn to make kool-aid like that britney?""",True,"""where did you learn to make kool-aid like that britney?"""
46058,img/46058.png,1,when you beat up a black kid and get arrested for propriety damage,True,when you beat up a black kid and get arrested for propriety damage
6218,img/06218.png,0,thats a little savage,True,thats a little savage
2849,img/02849.png,1,abba ree i can fryyy,True,abba ree i can fryyy
69042,img/69042.png,0,"did i just hear grandma tell me ""no""",True,"did i just hear grandma tell me ""no"""
27943,img/27943.png,0,batman! thank god you've arrived!,True,batman! thank god you've arrived!
68159,img/68159.png,0,learning to ride a bike,True,learning to ride a bike
91704,img/91704.png,1,when you finger a girl from auschwitz,True,when you finger a girl from auschwitz
63285,img/63285.png,0,"he's like 20 and still plays video games bitch please, yall 15 and pregnant",True,"he's like 20 and still plays video games bitch please, yall 15 and pregnant"
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***",True,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***"
94351,img/94351.png,1,hmmm minyoda i am beat women i must,True,hmmm minyoda i am beat women i must
27489,img/27489.png,1,how do we destroy the patriarchy? it's simple. we eat it,True,how do we destroy the patriarchy? it's simple. we eat it
71906,img/71906.png,0,when you feel beautiful no matter what the haters say,True,when you feel beautiful no matter what the haters say
81265,img/81265.png,0,you'd be angry too if you found out they cancelled your favorite show,True,you'd be angry too if you found out they cancelled your favorite show
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,True,what's hillary's favorite pizza? little seizures
70549,img/70549.png,0,the old lady shows arthur what she used to do during the war,True,the old lady shows arthur what she used to do during the war
48612,img/48612.png,0,that's where the new skyscraper is going to come up,True,that's where the new skyscraper is going to come up
16380,img/16380.png,0,felling cute might fuck a goat later. idk,True,felling cute might fuck a goat later. idk
59478,img/59478.png,1,his grandparents died in the holocaust so we gonna put an oven in the trunk,True,his grandparents died in the holocaust so we gonna put an oven in the trunk
93216,img/93216.png,0,when you have flashbacks from wwii,True,when you have flashbacks from wwii
38127,img/38127.png,0,how the co looks when he tells the crew were not getting mail on the next ras,True,how the co looks when he tells the crew were not getting mail on the next ras
53962,img/53962.png,0,i support americans even though some of them are really hating on me right now,True,i support americans even though some of them are really hating on me right now
76213,img/76213.png,0,dark humor is like him '' it never gets old,True,dark humor is like him '' it never gets old
4651,img/04651.png,0,what every muslim looks like to me,True,what every muslim looks like to me
78560,img/78560.png,0,"""so first of all you guys didn't even invite me to your little airport fight and you guys know how much i love fighting so fuck you""",True,"""so first of all you guys didn't even invite me to your little airport fight and you guys know how much i love fighting so fuck you"""
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,True,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share
16490,img/16490.png,1,i said glass of juice not gas the jews,True,i said glass of juice not gas the jews
56389,img/56389.png,1,no means no unless she's dyslexic then it's on,True,no means no unless she's dyslexic then it's on
74038,img/74038.png,0,when it comes to acting scarlett johansson has amazing tits,True,when it comes to acting scarlett johansson has amazing tits
86530,img/86530.png,0,influence elections? haha that's a hoax,True,influence elections? haha that's a hoax
92450,img/92450.png,0,to bad i don't speak peasant .!,True,to bad i don't speak peasant .!
94721,img/94721.png,0,never forget the holocaust,True,never forget the holocaust
54276,img/54276.png,0,fuck i stepped in shit,True,fuck i stepped in shit
87049,img/87049.png,0,pauline hanson warns: obey our our rules our rules or go back where you came from!,True,pauline hanson warns: obey our our rules our rules or go back where you came from!
54761,img/54761.png,0,"the answer to the age-old question, does a bear shit in the woods? answer... yes they do! and here is scientific proof",True,"the answer to the age-old question, does a bear shit in the woods? answer... yes they do! and here is scientific proof"
91375,img/91375.png,0,bank took your house? that must be tough,True,bank took your house? that must be tough
5129,img/05129.png,0,"you ever get laid in a sleeping bag? it's awful. you can't even move, you're drenched in sweat, and your scout master is covering your mouth",True,"you ever get laid in a sleeping bag? it's awful. you can't even move, you're drenched in sweat, and your scout master is covering your mouth"
86054,img/86054.png,0,friendly reminder: a hooker and con man are in the white house fucking things up,True,friendly reminder: a hooker and con man are in the white house fucking things up
29517,img/29517.png,0,they told me i could become anything so i became a scarecrow,True,they told me i could become anything so i became a scarecrow
72531,img/72531.png,1,indians evolution after 15august1947,True,indians evolution after 15august1947
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,True,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her
7249,img/07249.png,0,obama throws first pitch at an all-star game,True,obama throws first pitch at an all-star game
30948,img/30948.png,0,how it feels to chew peppermint gum after biting a jalapeno,True,how it feels to chew peppermint gum after biting a jalapeno
38245,img/38245.png,0,when you eat your rehab romance booty in the laundry room but she's day 3 sick,True,when you eat your rehab romance booty in the laundry room but she's day 3 sick
89160,img/89160.png,0,live your life every moment,True,live your life every moment
93658,img/93658.png,0,i like offending people because i think people who get offended should be offended,True,i like offending people because i think people who get offended should be offended
32046,img/32046.png,0,smoke pours from the wtc on 911,True,smoke pours from the wtc on 911
4568,img/04568.png,0,me during no shave november,True,me during no shave november
92185,img/92185.png,0,running tired of bitches from the dick? i give you the clamp that bitch down 3000,True,running tired of bitches from the dick? i give you the clamp that bitch down 3000
75481,img/75481.png,0,this has nothing to do with this post but i have 2 barely fucked goats for sale,True,this has nothing to do with this post but i have 2 barely fucked goats for sale
28971,img/28971.png,0,it wasn't my fault my truck has tranny issue's,True,it wasn't my fault my truck has tranny issue's
26741,img/26741.png,0,on behalf of nsw go f@#k yourself queensland,True,on behalf of nsw go f@#k yourself queensland
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,True,my dad is the best at hide and seek he's been gone for 15 years
67219,img/67219.png,0,that's right white crackers,True,that's right white crackers
14697,img/14697.png,0,"everyone knows hitting appliances that stop working, sometimes fixes the problem",True,"everyone knows hitting appliances that stop working, sometimes fixes the problem"
32468,img/32468.png,0,be sure to spay or neuter your spouse today,True,be sure to spay or neuter your spouse today
60937,img/60937.png,0,mississippi wind chime,True,mississippi wind chime
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,True,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,True,when the chow mein was on point but you kinda miss your cat
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,True,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel
63140,img/63140.png,0,and then i said homosexuals can go to heaven,True,and then i said homosexuals can go to heaven
68307,img/68307.png,0,just like that democrats who said you aren't mature enough to own a gun til 21 decided you are mature enough to vote on laws about guns at 16,True,just like that democrats who said you aren't mature enough to own a gun til 21 decided you are mature enough to vote on laws about guns at 16
75182,img/75182.png,0,what bomb,True,what bomb
69137,img/69137.png,0,new seat belt design 50% less accidents,True,new seat belt design 50% less accidents
17829,img/17829.png,0,when you tell him he can't go to chic-fil-a on sundays. what do you mean?,True,when you tell him he can't go to chic-fil-a on sundays. what do you mean?
32485,img/32485.png,0,when you floor it but your passengers arent ready,True,when you floor it but your passengers arent ready
4296,img/04296.png,0,now imagine if native american cowboys rode bicycles,True,now imagine if native american cowboys rode bicycles
56841,img/56841.png,0,not all of us are terrorists but all terrorists are one of us,True,not all of us are terrorists but all terrorists are one of us
1658,img/01658.png,0,first rule of fight club.,True,first rule of fight club.
85062,img/85062.png,1,who let this retard in this group,True,who let this retard in this group
89740,img/89740.png,1,africa 100 years ago africa today + aids,True,africa 100 years ago africa today + aids
53278,img/53278.png,0,*laughs in goat-fucker*,True,*laughs in goat-fucker*
85271,img/85271.png,0,a bad day for everyone including muslims defend homeland security a good day for us all in 2019,True,a bad day for everyone including muslims defend homeland security a good day for us all in 2019
16409,img/16409.png,0,hachimaki is a traditional headband worn by japanese men,True,hachimaki is a traditional headband worn by japanese men
17504,img/17504.png,0,beach vibe,True,beach vibe
62739,img/62739.png,0,lmao laugh my ass off,True,lmao laugh my ass off
61802,img/61802.png,1,black friday sale,True,black friday sale
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i",True,"roses are red, violets are blue mexicans are rapists, and so am i"
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,True,when you're shooting up the school and the cops shoot the black kid that's running away
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,True,they trained you to hate the only man with the balls to stand up to them
61485,img/61485.png,0,"don't do the crime, if you can't do the time",True,"don't do the crime, if you can't do the time"
89603,img/89603.png,0,when you've had a long day but you need to but geroceries,True,when you've had a long day but you need to but geroceries
